"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y","exceededTransferLimit"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","subdt_lgd","esriFieldTypeInteger","subdt_lgd","","935549","30.71931","76.060862","3","36","141416","03090206201","GPS PAYAL I","1","1","3","2","Primary","Co-education","03","041","00226","Payal","226","800192","PUNJAB","Ludhiana","Payal (M Cl)","Department of Education","Urban","03","886166","-376395",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilcode11","esriFieldTypeString","vilcode11","6","935624","30.723109999999998","76.061569000000006","3","36","141416","03090206901","NATIONAL PUBLIC SEN SEC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00226","Payal","226","800192","PUNJAB","Ludhiana","Payal (M Cl)","Pvt. Unaided (Recognized)","Urban","03","886174","-376447",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stname","esriFieldTypeString","State","30","937283","30.812577000000001","76.058824999999999","3","36","141418","03090200502","GSSS BEGOWAL\n\n","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","041","00226","Payal","226","033359","PUNJAB","Ludhiana","Begowal (251)","Department of Education","Rural","03","886142","-377660",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtname","esriFieldTypeString","District","50","937291","30.812994","76.059104000000005","3","36","141418","03090200501","GPS BEGOWAL","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033359","PUNJAB","Ludhiana","Begowal (251)","Department of Education","Rural","03","886146","-377665",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilname","esriFieldTypeString","Village","50","937805","30.844338","76.061593999999999","3","36","141113","03090501301","GPS CHHANDRAN\n","1","1","3","1","Primary","Co-education","03","041","00227","Ludhiana (East)","227","033363","PUNJAB","Ludhiana","Chhandaran (213)","Department of Education","Rural","03","886175","-378091",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","management","esriFieldTypeString","Management","50","937806","30.844359000000001","76.061462000000006","3","36","141113","03090501302","GMS CHHANDRAN\n","1","4","3","1","Upper Primary only","Co-education","03","041","00227","Ludhiana (East)","227","033363","PUNJAB","Ludhiana","Chhandaran (213)","Department of Education","Rural","03","886173","-378091",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location","esriFieldTypeString","Location","30","940960","31.045490999999998","76.061161999999996","3","40","144518","03060102501","GPS GARHI BHARATI","1","1","3","1","Primary","Co-education","03","039","00218","Nawanshahr","218","032269","PUNJAB","Shahid Bhagat Singh Nagar","Bazidpur (217)","Department of Education","Rural","03","886170","-380823",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udise_stco","esriFieldTypeString","udise_stco","2","936964","30.797713999999999","76.023797000000002","3","36","141421","03090206010","DORAHA PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00226","Payal","226","800194","PUNJAB","Ludhiana","Doraha (M Cl)","Pvt. Unaided (Recognized)","Urban","03","885734","-377458",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936993","30.798801000000001","76.022745999999998","3","36","141421","03090206001","GPS DORAHA","1","1","3","2","Primary","Co-education","03","041","00226","Payal","226","800194","PUNJAB","Ludhiana","Doraha (M Cl)","Department of Education","Urban","03","885722","-377473",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937014","30.799741000000001","76.023061999999996","3","36","141421","03090206005","ARYA PUTRI PATHSHALA","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00226","Payal","226","800194","PUNJAB","Ludhiana","Doraha (M Cl)","Pvt. Unaided (Recognized)","Urban","03","885726","-377486",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937026","30.800547999999999","76.023182000000006","3","36","141421","03090206002","JHUJAR PUBLIC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00226","Payal","226","800194","PUNJAB","Ludhiana","Doraha (M Cl)","Pvt. Unaided (Recognized)","Urban","03","885727","-377496",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940249","30.966778000000001","76.023539","3","36","141127","03090613101","GPS BR SAILKIANA","1","1","3","1","Primary","Co-education","03","041","00227","Ludhiana (East)","227","033422","PUNJAB","Ludhiana","Salkiana (42)","Department of Education","Rural","03","885731","-379753",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940771","31.025037000000001","76.021895999999998","3","40","144518","03060103802","GMS KHARKUWAL","1","4","3","1","Upper Primary only","Co-education","03","039","00218","Nawanshahr","218","032258","PUNJAB","Shahid Bhagat Singh Nagar","Jhungian (285)","Department of Education","Rural","03","885712","-380545",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941113","31.059322000000002","76.021743000000001","3","40","144518","03060102402","GHS GARH PADHANA","1","7","3","1","Upper Pr. and Secondary","Co-education","03","039","00218","Nawanshahr","218","032256","PUNJAB","Shahid Bhagat Singh Nagar","Garh Padhana (213)","Department of Education","Rural","03","885710","-381011",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934534","30.672191999999999","75.987656000000001","3","36","141119","03090103801","GPS KOOHLI KALAN","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033296","PUNJAB","Ludhiana","Kuhli Kalan (396)","Department of Education","Rural","03","885313","-375757",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935729","30.727069","75.985844","3","36","141419","03090202306","NATIONAL MODEL SCHOOL","5","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033322","PUNJAB","Ludhiana","Ghudani Kalan (228)","Pvt. Unaided (Recognized)","Rural","03","885292","-376500",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937575","30.830994","75.986969000000002","3","36","141120","03090505301","GPS SAHNEWAL KHURD","1","1","3","1","Primary","Co-education","03","041","00227","Ludhiana (East)","227","033500","PUNJAB","Ludhiana","Sahnewal Khurd (228)","Department of Education","Rural","03","885305","-377909",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937636","30.834423000000001","75.985747000000003","3","36","141120","03090513201","ARYA GIRLS SEN SEC SCHOOL (UNAIDED)","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00227","Ludhiana (East)","227","033500","PUNJAB","Ludhiana","Sahnewal Khurd (228)","Pvt. Unaided (Recognized)","Urban","03","885291","-377956",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937661","30.836098","75.987014000000002","3","36","141120","03090505308","GSSS SAHNEWAL B","1","5","1","1","Up. Pr. Secondary and Higher Sec","Boys","03","041","00227","Ludhiana (East)","227","033500","PUNJAB","Ludhiana","Sahnewal Khurd (228)","Department of Education","Rural","03","885306","-377979",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937960","30.852131","75.985743999999997","3","36","141120","03090511107","TAGORE INTERNATIONAL SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00227","Ludhiana (East)","227","800195","PUNJAB","Ludhiana","Sahnewal  (NP)","Pvt. Unaided (Recognized)","Urban","03","885291","-378196",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940032","30.950935000000001","75.987060999999997","3","36","141015","03090607801","GPS KADIANA KHURD","1","1","3","1","Primary","Co-education","03","041","00227","Ludhiana (East)","227","033445","PUNJAB","Ludhiana","Kariana Khurd (55)","Department of Education","Rural","03","885306","-379538",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934832","30.687086999999998","75.704269999999994","3","36","141108","03090804401","GPS RAJGARH","1","1","3","1","Primary","Co-education","03","041","00229","Raikot","229","033713","PUNJAB","Ludhiana","Rajgarh (357)","Department of Education","Rural","03","882012","-375958",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934835","30.68722","75.704307","3","36","141108","03090804402","GMS RAJGARH","1","4","3","1","Upper Primary only","Co-education","03","041","00229","Raikot","229","033713","PUNJAB","Ludhiana","Rajgarh (357)","Department of Education","Rural","03","882012","-375960",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935330","30.708085000000001","75.704965000000001","3","36","141108","03090804101","GPS PAKHOWAL BOYS","1","1","1","1","Primary","Boys","03","041","00229","Raikot","229","033706","PUNJAB","Ludhiana","Pakhowal (356)","Department of Education","Rural","03","882020","-376243",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935379","30.710571000000002","75.704920000000001","3","36","141108","03090804106","R.N MODEL SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","033706","PUNJAB","Ludhiana","Pakhowal (356)","Pvt. Unaided (Recognized)","Rural","03","882019","-376277",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935380","30.710571999999999","75.704503000000003","3","36","141108","03090804105","G.H.G PUBLIC SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","033706","PUNJAB","Ludhiana","Pakhowal (356)","Pvt. Unaided (Recognized)","Rural","03","882014","-376277",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940731","31.022639000000002","75.705892000000006","3","34","144035","03040905002","GMS MIANWAL","1","4","3","1","Upper Primary only","Co-education","03","037","00211","Phillaur","211","030031","PUNJAB","Jalandhar","Mainwal (122)","Department of Education","Rural","03","882030","-380512",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940732","31.022639000000002","75.705892000000006","3","34","144035","03040905001","GPS MIANWAL","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030031","PUNJAB","Jalandhar","Mainwal (122)","Department of Education","Rural","03","882030","-380512",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936248","30.752779","75.703986999999998","3","36","141105","03090804704","G.G.S MODEL SCHOOL","5","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033563","PUNJAB","Ludhiana","Saraba (354)","Pvt. Unaided (Recognized)","Rural","03","882008","-376849",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935298","30.706384","75.706294999999997","3","36","141108","03090804102","GPS PAKHOWAL GIRLS","1","1","2","1","Primary","Girls","03","041","00229","Raikot","229","033706","PUNJAB","Ludhiana","Pakhowal (356)","Department of Education","Rural","03","882035","-376220",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935309","30.707153000000002","75.707059999999998","3","36","141108","03090804103","GHS PAKHOWAL G","1","7","2","1","Upper Pr. and Secondary","Girls","03","041","00229","Raikot","229","033706","PUNJAB","Ludhiana","Pakhowal (356)","Department of Education","Rural","03","882044","-376230",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937389","30.819709","75.707158000000007","3","36","141101","03091202102","SHAHEED NIRMALJIT SINGH SEKHON GHS RURKA KALAN","1","7","3","1","Upper Pr. and Secondary","Co-education","03","041","00228","Ludhiana (West)","228","033597","PUNJAB","Ludhiana","Rurka (83J)","Department of Education","Rural","03","882045","-377756",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937392","30.820024","75.706806","3","36","141101","03091202101","GPS RURKA KALAN","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033597","PUNJAB","Ludhiana","Rurka (83J)","Department of Education","Rural","03","882041","-377761",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940092","30.953886000000001","75.711474999999993","3","36","141008","03090611501","GPS NOORPUR BET","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033639","PUNJAB","Ludhiana","Nurpur Bet (123)","Department of Education","Rural","03","882095","-379578",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940095","30.954250999999999","75.711973999999998","3","36","141008","03090611504","DASHMESH PUBLIC HIGH SCHOOL","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","033639","PUNJAB","Ludhiana","Nurpur Bet (123)","Pvt. Unaided (Recognized)","Rural","03","882101","-379583",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937954","30.851951","75.890169999999998","3","36","141016","03090506106","DESH BHAGAT PUBLIC SEN. SEC. SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884177","-378194",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938021","30.855934999999999","75.890360000000001","3","36","141016","03090507944","Guru Nanak Public School","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884180","-378248",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938454","30.875014","75.890563","3","36","141010","03090505816","SR. ATMA SINGH PUBLIC SR. SEC. SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884182","-378507",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938749","30.891148999999999","75.890297000000004","3","36","141010","03090510817","SH S.R MEM. PUB SEN.SEC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884179","-378726",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938840","30.895844","75.889876000000001","3","36","141010","03090506534","E.V.M PUBLIC SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884174","-378790",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939157","30.911943000000001","75.890062999999998","3","36","141007","03090616208","NISHKAM VIDYA MANDIR","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884176","-379008",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939518","30.926261","75.890212000000005","3","36","141007","03090616156","N.R.PUBLIC SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","884178","-379203",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939833","30.940365","75.890490999999997","3","36","141007","03090615124","FLOWERENCE MODEL SCHOOL","5","2","3","1","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Rural","03","884181","-379394",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936573","30.772393000000001","75.971864999999994","3","36","141421","03090205301","GPS ROUL","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033351","PUNJAB","Ludhiana","Raul (222)","Department of Education","Rural","03","885129","-377115",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937279","30.812470000000001","75.970140999999998","3","36","141120","03090504202","GMS MAJARA","1","4","3","1","Upper Primary only","Co-education","03","041","00227","Ludhiana (East)","227","033508","PUNJAB","Ludhiana","Majara (230)","Department of Education","Rural","03","885109","-377658",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937650","30.835217","75.970815999999999","3","36","141120","03090504501","GPS NANDPUR","1","1","3","2","Primary","Co-education","03","041","00227","Ludhiana (East)","227","","PUNJAB","Ludhiana"," ","Department of Education","Urban","03","885117","-377967",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937669","30.836334999999998","75.971459999999993","3","36","141120","03090511117","ISHWARJOT PUBLIC SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00227","Ludhiana (East)","227","","PUNJAB","Ludhiana"," ","Pvt. Unaided (Recognized)","Urban","03","885124","-377982",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940265","30.968184000000001","75.971363999999994","3","36","141126","03090607402","GMS JIWANPUR","1","4","3","1","Upper Primary only","Co-education","03","041","00227","Ludhiana (East)","227","033442","PUNJAB","Ludhiana","Jiwanpur (57)","Department of Education","Rural","03","885123","-379772",""
