"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y"
"vilname","upperLeft","9.5546285356349738","68.5015470000764","objectid","latitude","longitude","lgd_state_","lgd_distri","Pincode","schcd","School","Mngt Code","Cat_Code","Type Code","Rural_Urban","Category","School Type","stcode11","dtcode11","sdtcode11","Sub-district","subdt_lgd","vilcode11","State","District","Village","Management","Location","udise_stco","esriGeometryPoint","102100","3857","objectid","esriFieldTypeOID","objectid","","936621","30.776059","75.360974999999996","3","38","142053","03100303007","PVT GADRI B.R SINGH YADGAR PUBLIC SCHOOL CHUHAR CHAK\n","5","1","3","1","Primary","Co-education","03","042","00233","Moga","233","034022","PUNJAB","Moga","Chuharchak (38)","Pvt. Unaided (Recognized)","Rural","03","878012","-377164"
"","","9.5546285356349738","35.032117999820365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","latitude","esriFieldTypeDouble","latitude","","936645","30.777090999999999","75.362155000000001","3","38","142053","03100303002","GPS BR CHUHAR CHAK MANDER WALA","1","1","3","1","Primary","Co-education","03","042","00233","Moga","233","034022","PUNJAB","Moga","Chuharchak (38)","Department of Education","Rural","03","878026","-377178"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","longitude","esriFieldTypeDouble","longitude","","937282","30.812532000000001","75.361158000000003","3","38","142053","03100300302","GHS KILI CHAHLAN","1","7","3","1","Upper Pr. and Secondary","Co-education","03","042","00233","Moga","233","034023","PUNJAB","Moga","Killi Chahlan (37)","Department of Education","Rural","03","878014","-377659"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_state_","esriFieldTypeInteger","lgd_state_","","934002","30.644871999999999","75.354335000000006","3","38","142039","03100501201","GPS MINIAN","1","1","3","1","Primary","Co-education","03","042","00231","Nihal Singhwala","231","033897","PUNJAB","Moga","Minian (166)","Department of Education","Rural","03","877934","-375387"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_distri","esriFieldTypeInteger","lgd_distri","","934045","30.646858999999999","75.353477999999996","3","38","142039","03100501202","GHS MINIAN","1","7","3","1","Upper Pr. and Secondary","Co-education","03","042","00231","Nihal Singhwala","231","033897","PUNJAB","Moga","Minian (166)","Department of Education","Rural","03","877924","-375413"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pincode","esriFieldTypeInteger","Pincode","","934574","30.674662999999999","75.353899999999996","3","38","142037","03100501101","GPS LOHAT BADHI","1","1","3","1","Primary","Co-education","03","042","00231","Nihal Singhwala","231","033895","PUNJAB","Moga","Lopon (99)","Department of Education","Rural","03","877929","-375790"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcd","esriFieldTypeString","schcd","11","933289","30.605211000000001","75.433397999999997","3","36","142031","03090303302","GPS HATHOOR GIRLS","1","1","2","1","Primary","Girls","03","041","00230","Jagraon","230","033757","PUNJAB","Ludhiana","Burj Kalara (175)","Department of Education","Rural","03","878856","-374850"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schname","esriFieldTypeString","School","150","933296","30.605588999999998","75.433519000000004","3","36","142031","03090303303","GHS HATHOOR G\n","1","7","2","1","Upper Pr. and Secondary","Girls","03","041","00230","Jagraon","230","033757","PUNJAB","Ludhiana","Burj Kalara (175)","Department of Education","Rural","03","878857","-374855"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schmgt","esriFieldTypeInteger","Mngt Code","","933521","30.617756","75.433770999999993","3","36","142031","03090303311","Maple International School","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00230","Jagraon","230","033757","PUNJAB","Ludhiana","Burj Kalara (175)","Pvt. Unaided (Recognized)","Rural","03","878860","-375019"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcat","esriFieldTypeInteger","Cat_Code","","933976","30.642887000000002","75.397841","3","36","142035","03090301901","GPS CHAKKAR","1","1","3","1","Primary","Co-education","03","041","00230","Jagraon","230","033758","PUNJAB","Ludhiana","Chakkar (173)","Department of Education","Rural","03","878441","-375360"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","932688","30.574641","75.367452","3","38","142039","03100501503","PVT DASMESH PS BILASPUR","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","042","00231","Nihal Singhwala","231","033904","PUNJAB","Moga","Bilaspur (170)","Pvt. Unaided (Recognized)","Rural","03","878087","-374436"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rururb","esriFieldTypeString","Rural_Urban","50","932689","30.574641","75.367452","3","38","142039","03100501501","GPS BILASPUR","1","1","3","1","Primary","Co-education","03","042","00231","Nihal Singhwala","231","033904","PUNJAB","Moga","Bilaspur (170)","Department of Education","Rural","03","878087","-374436"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","932690","30.574641","75.367452","3","38","142039","03100501506","PVT S.C.PB.SCH.BILASPUR","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","042","00231","Nihal Singhwala","231","033904","PUNJAB","Moga","Bilaspur (170)","Pvt. Unaided (Recognized)","Rural","03","878087","-374436"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_typ","esriFieldTypeString","School Type","30","932691","30.574641","75.367452","3","38","142039","03100501508","PVT.G.N.PB.SCH.BILASPUR","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","042","00231","Nihal Singhwala","231","033904","PUNJAB","Moga","Bilaspur (170)","Pvt. Unaided (Recognized)","Rural","03","878087","-374436"
