"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y"
"vilname","upperLeft","76.437028285071975","68.5015470000764","objectid","latitude","longitude","lgd_state_","lgd_distri","Pincode","schcd","School","Mngt Code","Cat_Code","Type Code","Rural_Urban","Category","School Type","stcode11","dtcode11","sdtcode11","Sub-district","subdt_lgd","vilcode11","State","District","Village","Management","Location","udise_stco","esriGeometryPoint","102100","3857","objectid","esriFieldTypeOID","objectid","","931482","30.515028999999998","75.680301","3","605","148104","03200103504","AKAL ACADEMY MANAL","5","2","3","1","Primary with Upper Primary","Co-education","03","053","00270","Dhuri","270","039579","PUNJAB","Sangrur","Fatehgarh (3)","Pvt. Unaided (Recognized)","Rural","03","110217","-46704"
"","","76.437028285071975","35.032118000555933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","latitude","esriFieldTypeDouble","latitude","","932335","30.555757","75.586273000000006","3","605","148104","03200201602","GMS GANGOHAR","1","4","3","1","Upper Primary only","Co-education","03","054","00275","Barnala","275","040030","PUNJAB","Barnala","Gangohar (31)","Department of Education","Rural","03","110080","-46773"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","longitude","esriFieldTypeDouble","longitude","","933688","30.627979","75.586290000000005","3","36","141109","03090905203","BUDDING BRAINS INTERNATIONAL SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Pvt. Unaided (Recognized)","Urban","03","110080","-46895"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_state_","esriFieldTypeInteger","lgd_state_","","935134","30.699227","75.585970000000003","3","36","141109","03090904503","S.BHARPOOR SINGH PUBLIC SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","033692","PUNJAB","Ludhiana","Talwandi Rai (157)","Pvt. Unaided (Recognized)","Rural","03","110079","-47015"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_distri","esriFieldTypeInteger","lgd_distri","","933991","30.643757999999998","75.601020000000005","3","36","141109","03090904705","TAGORE MODERN SCHOOL\n","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Pvt. Unaided (Recognized)","Urban","03","110101","-46921"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pincode","esriFieldTypeInteger","Pincode","","934021","30.645799","75.601105000000004","3","36","141109","03090904802","GPS RAIKOT BOYS","1","1","3","2","Primary","Co-education","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Department of Education","Urban","03","110101","-46925"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcd","esriFieldTypeString","schcd","11","934029","30.646159999999998","75.600909999999999","3","36","141109","03090904901","GSSS RAIKOT G","1","5","2","2","Up. Pr. Secondary and Higher Sec","Girls","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Department of Education","Urban","03","110101","-46926"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schname","esriFieldTypeString","School","150","934035","30.646474000000001","75.600977999999998","3","36","141109","03090904801","GPS RAIKOT GIRLS","1","1","3","2","Primary","Co-education","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Department of Education","Urban","03","110101","-46926"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schmgt","esriFieldTypeInteger","Mngt Code","","934430","30.667534","75.601853000000006","3","36","141109","03090901802","GHS GONDWAL\n","1","7","3","1","Upper Pr. and Secondary","Co-education","03","041","00229","Raikot","229","033695","PUNJAB","Ludhiana","Gondwal (193)","Department of Education","Rural","03","110102","-46962"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcat","esriFieldTypeInteger","Cat_Code","","934474","30.669438","75.601629000000003","3","36","141109","03090905501","S.SOBHA SINGH PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","800198","PUNJAB","Ludhiana","Raikot (M Cl)","Pvt. Unaided (Recognized)","Urban","03","110102","-46965"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","935637","30.723417999999999","75.602087999999995","3","36","141107","03091201802","GMS RAJOANA KHURD","1","4","3","1","Upper Primary only","Co-education","03","041","00229","Raikot","229","033688","PUNJAB","Ludhiana","Rajoana Khurd (96)","Department of Education","Rural","03","110103","-47056"
