"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y","exceededTransferLimit"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","936382","30.759618","75.649023","3","36","141106","03091200305","KENDRIYA VIDYALAYA NO.1 AFS HALWARA (Code-1314)","92","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","033719","PUNJAB","Ludhiana","Akalgarh (374)","Kendriya Vidyalaya(KV)","Rural","03","110171","-47118",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rururb","esriFieldTypeString","Rural_Urban","50","936384","30.759651000000002","75.650379999999998","3","36","141106","03091200306","KENDRIYA VIDYALAYA NO.2 AFS HALWARA (Code-1315)","92","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00229","Raikot","229","033719","PUNJAB","Ludhiana","Akalgarh (374)","Kendriya Vidyalaya(KV)","Rural","03","110173","-47118",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","936386","30.759664999999998","75.650288000000003","3","36","141107","03091200908","AIR FORCE SCHOOL HALWARA","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00229","Raikot","229","033719","PUNJAB","Ludhiana","Akalgarh (374)","Pvt. Unaided (Recognized)","Rural","03","110173","-47118",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_typ","esriFieldTypeString","School Type","30","936516","30.768428","75.647863000000001","3","36","141104","03091201601","GPS PUL AKALGARH","1","1","3","1","Primary","Co-education","03","041","00229","Raikot","229","033719","PUNJAB","Ludhiana","Akalgarh (374)","Department of Education","Rural","03","110169","-47133",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stcode11","esriFieldTypeString","stcode11","2","937310","30.814260999999998","75.648152999999994","3","36","141422","03091201901","GPS RAQBA","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033673","PUNJAB","Ludhiana","Raqba (79)","Department of Education","Rural","03","110170","-47210",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtcode11","esriFieldTypeString","dtcode11","3","937315","30.814519000000001","75.649084999999999","3","36","141422","03091201905","SATYA BHARTI SCHOOL, RAQBA","5","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033673","PUNJAB","Ludhiana","Raqba (79)","Pvt. Unaided (Recognized)","Rural","03","110171","-47211",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtcode11","esriFieldTypeString","sdtcode11","5","937347","30.816890999999998","75.648596999999995","3","36","141422","03091201902","GSSS RAQBA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","041","00228","Ludhiana (West)","228","033673","PUNJAB","Ludhiana","Raqba (79)","Department of Education","Rural","03","110170","-47215",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtname","esriFieldTypeString","Sub-district","30","939800","30.938479000000001","75.647532999999996","3","36","141110","03091101701","GPS BHATHA DHUHA","1","1","3","1","Primary","Co-education","03","041","00230","Jagraon","230","033812","PUNJAB","Ludhiana","Bhatha Dhua (3)","Department of Education","Rural","03","110169","-47421",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","subdt_lgd","esriFieldTypeInteger","subdt_lgd","","940554","31.006111000000001","75.650278","3","34","144039","03040910201","GPS BHULLER QADIAN","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030021","PUNJAB","Jalandhar","Bhullar (105)","Department of Education","Rural","03","110173","-47536",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilcode11","esriFieldTypeString","vilcode11","6","939411","30.922063000000001","75.588724999999997","3","36","142025","03091104901","GPS LEEHAN","1","1","3","1","Primary","Co-education","03","041","00230","Jagraon","230","033822","PUNJAB","Ludhiana","Lihan (14)","Department of Education","Rural","03","110083","-47393",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stname","esriFieldTypeString","State","30","937981","30.853612999999999","75.867095000000006","3","36","141003","03090510906","Podar international school","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110489","-47277",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtname","esriFieldTypeString","District","50","938012","30.855356","75.867479000000003","3","36","141003","03090507101","GPS NIRNKARI MUHLLA (ISHER NAGAR)","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110489","-47280",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilname","esriFieldTypeString","Village","50","938018","30.855802000000001","75.867508000000001","3","36","141003","03090507110","N.V.M High School","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110489","-47281",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","management","esriFieldTypeString","Management","50","938233","30.865407999999999","75.868485000000007","3","36","141003","03090506109","G.T.B. MISSION HIGH SCHOOL\n","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110491","-47297",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location","esriFieldTypeString","Location","30","938540","30.879823999999999","75.867287000000005","3","36","141003","03090507601","GPS PURBI I","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110489","-47322",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udise_stco","esriFieldTypeString","udise_stco","2","938543","30.879909999999999","75.868458000000004","3","36","141003","03090509303","GURU ARJUN DEV MODEL SHL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110491","-47322",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938546","30.880302","75.867527999999993","3","36","141003","03090511003","SHRI WAHEGURU INTERNATIONAL SCHOOL\n","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110489","-47322",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938703","30.889482999999998","75.866552999999996","3","36","141003","03090508616","PUBLIC MODEL SEN.SEC.SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110488","-47338",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938984","30.902695000000001","75.868367000000006","3","36","141008","03090616214","BHAI MOHKAM SINGH KHALSA SEN SEC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110490","-47360",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939029","30.904671","75.867024000000001","3","36","141008","03090509012","ATAM DEVKI NIKETAN","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110488","-47364",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939253","30.916699999999999","75.866664","3","36","141008","03090618602","SAINT R.K ANAND PUBLIC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110488","-47384",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939472","30.924461999999998","75.868403999999998","3","36","141007","03090619001","SHIFALY PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110490","-47397",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939519","30.926273999999999","75.868262000000001","3","36","141007","03090614917","RITAMBHRA PUBLIC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110490","-47400",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939571","30.928795000000001","75.866648999999995","3","36","141007","03090617123","SHISHU MODEL HIGH SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110488","-47405",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939934","30.945803999999999","75.867925999999997","3","36","141007","03090617810","G.M.T.INTERNATIONAL PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110490","-47434",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936548","30.770555999999999","75.798461000000003","3","36","141203","03090800102","GMS AASI KALAN","1","4","3","1","Upper Primary only","Co-education","03","041","00228","Ludhiana (West)","228","033534","PUNJAB","Ludhiana","Assi Kalan (283)","Department of Education","Rural","03","110389","-47136",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936552","30.77075","75.798242999999999","3","36","141203","03090800101","GPS AASI KALAN","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033534","PUNJAB","Ludhiana","Assi Kalan (283)","Department of Education","Rural","03","110388","-47137",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939565","30.928587","75.798164999999997","3","36","141001","03090506922","SARASWATI VIDYA MANDIR HIGH SCHOOL","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","033609","PUNJAB","Ludhiana","Balloke (103)","Pvt. Unaided (Recognized)","Rural","03","110388","-47404",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938068","30.857944","75.856020999999998","3","36","141116","03090506222","G.A.D PUBLIC SEN SEC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033675","PUNJAB","Ludhiana","Gill (CT)","Pvt. Unaided (Recognized)","Urban","03","110472","-47284",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938494","30.877320999999998","75.855982999999995","3","36","141003","03090506104","RACHIS MODEL SCHOOL\n","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110472","-47317",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938641","30.886322","75.856133","3","36","141003","03090514001","DASHMESH ELEMENTARY SCHOOL","5","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110473","-47333",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938929","30.900447","75.856555","3","36","141003","03090505904","RAMGARHIA HIGH SS GIRLS SCHOOL","4","5","2","2","Up. Pr. Secondary and Higher Sec","Girls","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110473","-47357",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939019","30.904408","75.856342999999995","3","36","141002","03090510628","WHITE ROSE PUBLIC SCHOOL","5","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110473","-47363",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939199","30.914335000000001","75.856436000000002","3","36","141008","03090509718","DOGLUSPUR SD GIRLS S.S. SCHOOL","4","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110473","-47380",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939252","30.916692000000001","75.855801999999997","3","36","141007","03090616109","A V M SEN.SEC.SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110472","-47384",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939397","30.921469999999999","75.856054999999998","3","36","141008","03090615403","ARYA GIRLS SEN SEC SCHOOL","4","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110472","-47392",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939879","30.942609000000001","75.856269999999995","3","36","141007","03090615207","SAWAN PUBLIC SEN SEC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110473","-47428",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939886","30.943079999999998","75.856112999999993","3","36","141008","03090617421","B.B.N PUBLIC SEN SEC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110473","-47429",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940004","30.949283999999999","75.855937999999995","3","36","141008","03090618305","JEEVAN JYOTI PUBLIC SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110472","-47439",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940006","30.949303","75.855776000000006","3","36","141007","03090616001","GPS PHAMBRA","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110472","-47439",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938049","30.857111","75.855652000000006","3","36","141116","03090502009","DASHMESH PUBLIC SEN SEC SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033675","PUNJAB","Ludhiana","Gill (CT)","Pvt. Unaided (Recognized)","Rural","03","110472","-47283",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938501","30.877845000000001","75.855468000000002","3","36","141003","03090508304","GMS CHET SINGH NAGAR","1","4","3","2","Upper Primary only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110472","-47318",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938502","30.877863000000001","75.855536000000001","3","36","141003","03090510104","GPS CHET SINGH NAGAR","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110472","-47318",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938792","30.893612000000001","75.855720000000005","3","36","141003","03090505901","GIRLS PUBLIC HIGH SCHOOL MURADPURA","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110472","-47345",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938873","30.897524000000001","75.855277999999998","3","36","141003","03090509010","R.N.S. PUBLIC SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110471","-47352",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938898","30.899049999999999","75.854918999999995","3","36","141003","03090510626","Shri lal bahadur shastri public high school","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110471","-47354",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938903","30.899241","75.855607000000006","3","36","141003","03090513901","GPS MILLAR GANJ","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","110472","-47354",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938960","30.901807999999999","75.855480999999997","3","36","141003","03090510624","RAMGARHIA SEN SEC SCHOOL MILLER GANJ","4","5","1","2","Up. Pr. Secondary and Higher Sec","Boys","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110472","-47359",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938961","30.901831999999999","75.855457999999999","3","36","141003","03090505902","RAMGARHIA ELEMENTRY SCHOOL MILLERGANJ","4","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110472","-47359",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939038","30.904979000000001","75.854871000000003","3","36","141008","03090510623","HEMENDRA MODEL HIGH SCHOOL","5","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110471","-47364",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939099","30.909013999999999","75.854956000000001","3","36","141008","03090510304","KALGIDHAR KHALSA GIRLS SEN SEC SCHOOL","4","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110471","-47371",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939311","30.918676000000001","75.855079000000003","3","36","141008","03090616506","B.P.C JAIN MODEL HIGH SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","110471","-47387",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939331","30.919367999999999","75.855343000000005","3","36","141008","03090615516","R.B. SALIG RAM MIDDLE SCHOOL","4","2","3","2","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","110471","-47389",""
