"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y"
"vilname","upperLeft","76.437028285071975","68.5015470000764","objectid","latitude","longitude","lgd_state_","lgd_distri","Pincode","schcd","School","Mngt Code","Cat_Code","Type Code","Rural_Urban","Category","School Type","stcode11","dtcode11","sdtcode11","Sub-district","subdt_lgd","vilcode11","State","District","Village","Management","Location","udise_stco","esriGeometryPoint","102100","3857","objectid","esriFieldTypeOID","objectid","","940976","31.047346000000001","75.580787999999998","3","34","144039","03040906601","GPS RAMEWAL","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030056","PUNJAB","Jalandhar","Ramewal (96)","Department of Education","Rural","03","110072","-47606"
"","","76.437028285071975","35.032118000555933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","latitude","esriFieldTypeDouble","latitude","","940052","30.951698","75.273127000000002","3","38","142042","03100206302","GHS BADDU WAL","1","7","3","1","Upper Pr. and Secondary","Co-education","03","042"," ","DHARAMKOT","5996","034104","PUNJAB","Moga","Badoowal (289)","Department of Education","Rural","03","109624","-47444"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","longitude","esriFieldTypeDouble","longitude","","940399","30.983385999999999","75.273088000000001","3","38","142042","03100206901","GPS FEROZE  WAL MANGAL SINGH","1","1","3","1","Primary","Co-education","03","042"," ","DHARAMKOT","5996","034136","PUNJAB","Moga","Ferozewal Mangal Singh (254)","Department of Education","Rural","03","109623","-47497"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_state_","esriFieldTypeInteger","lgd_state_","","940748","31.023329","75.273498000000004","3","38","142042","03100201502","GMS SIRSARI","1","4","3","1","Upper Primary only","Co-education","03","042"," ","DHARAMKOT","5996","034142","PUNJAB","Moga","Sirsari (257)","Department of Education","Rural","03","109624","-47565"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_distri","esriFieldTypeInteger","lgd_distri","","940749","31.023329","75.273498000000004","3","38","142042","03100201501","GPS SIRSARI","1","1","3","1","Primary","Co-education","03","042"," ","DHARAMKOT","5996","034142","PUNJAB","Moga","Sirsari (257)","Department of Education","Rural","03","109624","-47565"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pincode","esriFieldTypeInteger","Pincode","","937029","30.800623999999999","75.294869000000006","3","38","142053","03100300701","GPS NATHU WALA JADID","1","1","3","1","Primary","Co-education","03","042","00233","Moga","233","034027","PUNJAB","Moga","Nathuwala Jadid (46)","Department of Education","Rural","03","109655","-47187"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcd","esriFieldTypeString","schcd","11","937111","30.804307999999999","75.294864000000004","3","38","142053","03100300702","GSSS NATHU WALA JADID","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","042","00233","Moga","233","034027","PUNJAB","Moga","Nathuwala Jadid (46)","Department of Education","Rural","03","109655","-47193"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schname","esriFieldTypeString","School","150","936444","30.763959","75.296828000000005","3","38","142053","03100303603","GSSS TAKHAN WADH","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","042","00233","Moga","233","034019","PUNJAB","Moga","Takhanwad (42)","Department of Education","Rural","03","109658","-47125"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schmgt","esriFieldTypeInteger","Mngt Code","","936796","30.787244000000001","75.305907000000005","3","38","142053","03100303402","GHS JHANDEANA SHARKI","1","7","3","1","Upper Pr. and Secondary","Co-education","03","042","00233","Moga","233","034026","PUNJAB","Moga","Jhandiana Sharki (43)","Department of Education","Rural","03","109671","-47165"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcat","esriFieldTypeInteger","Cat_Code","","936350","30.757840000000002","75.493132000000003","3","36","142026","03090300209","THE UNIRISE WORLD SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00230","Jagraon","230","033774","PUNJAB","Ludhiana","Agwar Ladhai (128)","Pvt. Unaided (Recognized)","Rural","03","109944","-47115"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","936392","30.760041999999999","75.495264000000006","3","36","142026","03090301402","Vidya International School.","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00230","Jagraon","230","033774","PUNJAB","Ludhiana","Agwar Ladhai (128)","Pvt. Unaided (Recognized)","Rural","03","109947","-47118"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rururb","esriFieldTypeString","Rural_Urban","50","936723","30.783643999999999","75.496184999999997","3","36","142026","03090304102","GHS KOTHE PONA","1","7","3","1","Upper Pr. and Secondary","Co-education","03","041","00230","Jagraon","230","033777","PUNJAB","Ludhiana","Agwar Pona (127)","Department of Education","Rural","03","109948","-47158"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","936728","30.783819000000001","75.495817000000002","3","36","142026","03090304101","GPS KOTHE PONA","1","1","3","1","Primary","Co-education","03","041","00230","Jagraon","230","033777","PUNJAB","Ludhiana","Agwar Pona (127)","Department of Education","Rural","03","109948","-47159"
