"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y","exceededTransferLimit"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","938734","30.89066","75.627598000000006","3","36","141110","03091100502","GHS BASSIAN BET","1","7","3","1","Upper Pr. and Secondary","Co-education","03","041","00230","Jagraon","230","033808","PUNJAB","Ludhiana","Bassian (74)","Department of Education","Rural","03","55070","-23670",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_typ","esriFieldTypeString","School Type","30","940947","31.044443999999999","75.628056000000001","3","34","144039","03040908401","GPS UPPAL BHUPA","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030052","PUNJAB","Jalandhar","Uppal Bhupa (99)","Department of Education","Rural","03","55070","-23801",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stcode11","esriFieldTypeString","stcode11","2","942687","31.199566999999998","75.627951999999993","3","34","144032","03041003201","GPS MACHHIANA","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030244","PUNJAB","Jalandhar","Machhiana (3)","Department of Education","Rural","03","55070","-23933",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtcode11","esriFieldTypeString","dtcode11","3","943515","31.272817","75.628755999999996","3","34","144005","03040114117","ARMY PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","037","00212","Jalandhar - I","212","","PUNJAB","Jalandhar"," ","Pvt. Unaided (Recognized)","Urban","03","55071","-23995",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtcode11","esriFieldTypeString","sdtcode11","5","943889","31.308","75.628","3","34","144023","03040110423","GPS NEW ABADI DAKOHA","1","1","3","2","Primary","Co-education","03","037","00212","Jalandhar - I","212","","PUNJAB","Jalandhar"," ","Department of Education","Urban","03","55070","-24025",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtname","esriFieldTypeString","Sub-district","30","944002","31.315000000000001","75.629000000000005","3","34","144023","03040110625","GPS KAKI PIND","1","1","3","2","Primary","Co-education","03","037","00212","Jalandhar - I","212","800166","PUNJAB","Jalandhar","Jalandhar (M Corp.)","Department of Education","Urban","03","55071","-24031",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","subdt_lgd","esriFieldTypeInteger","subdt_lgd","","937040","30.801387999999999","75.630752000000001","3","36","141422","03091200602","GSSS BOPARAI KALAN","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","041","00230","Jagraon","230","033787","PUNJAB","Ludhiana","Boparai Kalan (88)","Department of Education","Rural","03","55072","-23594",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilcode11","esriFieldTypeString","vilcode11","6","938517","30.878685999999998","75.629474999999999","3","36","142025","03091104301","GPS KHANJARWAL","1","1","3","1","Primary","Co-education","03","041","00230","Jagraon","230","033667","PUNJAB","Ludhiana","Khanjarwal (75)","Department of Education","Rural","03","55071","-23660",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stname","esriFieldTypeString","State","30","941689","31.112365","75.630268999999998","3","34","144039","03040907901","GPS SIDHAM HARI SINGH","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030236","PUNJAB","Jalandhar","Sidhu Harisingh (18)","Department of Education","Rural","03","55072","-23858",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtname","esriFieldTypeString","District","50","941763","31.119299999999999","75.630260000000007","3","34","144034","03041005201","GPS SUNNER KALAN","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030237","PUNJAB","Jalandhar","Sunar Kalan (22)","Department of Education","Rural","03","55072","-23864",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilname","esriFieldTypeString","Village","50","942453","31.177182999999999","75.630741","3","34","144032","03041004903","GSSS SAMRAI GIRLS","1","5","2","1","Up. Pr. Secondary and Higher Sec","Girls","03","037","00211","Phillaur","211","030242","PUNJAB","Jalandhar","Samrai (2)","Department of Education","Rural","03","55072","-23913",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","management","esriFieldTypeString","Management","50","942476","31.178947000000001","75.630992000000006","3","34","144032","03041004904","GSSS SAMRAI JANDIALA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","037","00211","Phillaur","211","030242","PUNJAB","Jalandhar","Samrai (2)","Department of Education","Rural","03","55072","-23915",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location","esriFieldTypeString","Location","30","942881","31.217058999999999","75.630483999999996","3","34","144005","03040103701","GPS JANDIALI","1","1","3","1","Primary","Co-education","03","037","00212","Jalandhar - I","212","030363","PUNJAB","Jalandhar","Jandiali (242)","Department of Education","Rural","03","55072","-23947",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udise_stco","esriFieldTypeString","udise_stco","2","943997","31.314729","75.630396000000005","3","34","144006","03040112708","J.S. MEMORIAL MODEL HIGH SCHOOL, JOGINDER NAGAR (EAST-01)","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","037","00212","Jalandhar - I","212","800166","PUNJAB","Jalandhar","Jalandhar (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","55072","-24031",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","944604","31.351379999999999","75.630269999999996","3","34","144025","03040102202","GSSS DHADDA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","037","00212","Jalandhar - I","212","030347","PUNJAB","Jalandhar","Dhada (216)","Department of Education","Rural","03","55072","-24062",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936975","30.798003000000001","75.692577999999997","3","36","141103","03091201503","CAMP KHALSA HIGH SCHOOL","4","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033598","PUNJAB","Ludhiana","Mohi (82)","Government Aided","Rural","03","55117","-23591",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937266","30.811556","75.691715000000002","3","36","141103","03091201506","SATYA BHARTI ELEMENTARY SCHOOL, MOHI","5","2","3","1","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","033598","PUNJAB","Ludhiana","Mohi (82)","Pvt. Unaided (Recognized)","Rural","03","55117","-23603",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940716","31.021878000000001","75.692284000000001","3","34","144035","03040905003","DIMPLE MODEL SCHOOL","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","037","00211","Phillaur","211","030030","PUNJAB","Jalandhar","Mau (111)","Pvt. Unaided (Recognized)","Rural","03","55117","-23781",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943726","31.292000000000002","75.692999999999998","3","34","144411","03040108201","GPS SEMI","1","1","3","1","Primary","Co-education","03","037","00212","Jalandhar - I","212","030260","PUNJAB","Jalandhar","Semi (186)","Department of Education","Rural","03","55118","-24011",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939250","30.916519000000001","75.724733000000001","3","36","142027","03090601203","K B PUBLIC SCHOOL","5","2","3","1","Primary with Upper Primary","Co-education","03","041","00228","Ludhiana (West)","228","033650","PUNJAB","Ludhiana","Birmi (146)","Pvt. Unaided (Recognized)","Rural","03","55141","-23692",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939284","30.917915000000001","75.724576999999996","3","36","142027","03090601210","INDUS WORLD SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033650","PUNJAB","Ludhiana","Birmi (146)","Pvt. Unaided (Recognized)","Rural","03","55141","-23693",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942882","31.217131999999999","75.724833000000004","3","35","144402","03030407201","GPS MANAWALI","1","1","3","1","Primary","Co-education","03","036","00208","Phagwara","208","029664","PUNJAB","Kapurthala","Man (95)","Department of Education","Rural","03","55141","-23947",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943303","31.253926","75.724064999999996","3","35","144403","03030413201","GPS SAPROR","1","1","3","1","Primary","Co-education","03","036","00208","Phagwara","208","029657","PUNJAB","Kapurthala","Saprore (86)","Department of Education","Rural","03","55140","-23979",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941229","31.070876999999999","75.748051000000004","3","34","144409","03040807301","GPS MUTHADA KHURD","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030154","PUNJAB","Jalandhar","Mathadda Khurd (127)","Department of Education","Rural","03","55158","-23823",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941888","31.127564","75.747235000000003","3","34","144409","03041005601","GPS SURJA","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030211","PUNJAB","Jalandhar","Dhesian Sang (233)","Department of Education","Rural","03","55157","-23871",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940039","30.951067999999999","75.789118999999999","3","36","141008","03090609503","AMRIT INDO CANADIAN SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033645","PUNJAB","Ludhiana","Ladian Khurd (106)","Pvt. Unaided (Recognized)","Rural","03","55188","-23721",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940602","31.013065999999998","75.789472000000004","3","34","144410","03040814701","GPS SHISHOWAL","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Department of Education","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940603","31.013065999999998","75.789472000000004","3","34","144410","03040811405","ARYA PUBLIC HIGH SCHOOL, PHILLAUR (AFFILIATED TO PSEB)(PHILLAUR)","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940604","31.013065999999998","75.789472000000004","3","34","144410","03040811302","S.K.S. Hansraj Public School Phillaur","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940605","31.013065999999998","75.789472000000004","3","34","144410","03040811103","VIKAS MODERN SCHOOL, PHILLAUR (ASSOCIATED TO PSEB)(PHILLAUR)","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940606","31.013065999999998","75.789472000000004","3","34","144410","03040811002","SHESHU NAKETAN MODEL SCH.(PHILLAUR)","5","2","3","2","Primary with Upper Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940607","31.013065999999998","75.789472000000004","3","34","144410","03040810910","SAINT THOMAS SCHOOL, PHILLOR (ASSOCIATED TO PSEB)(PHILLAUR)","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940608","31.013065999999998","75.789472000000004","3","34","144035","03040904001","GPS KALYANPUR","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Department of Education","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940609","31.013065999999998","75.789472000000004","3","34","144410","03040811705","BABA BRAHM DAS PUBLIC HIGH SCHOOL, RAMGARH, TEH-PHILLAUR (AFFILIATED TO PSEB)(PHILLAUR)","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940610","31.013065999999998","75.789472000000004","3","34","144410","03040804901","GPS KANG ARAYIAN","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Department of Education","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940611","31.013065999999998","75.789472000000004","3","34","144035","03040910301","GPS KULIAN TEHAL SINGH","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Department of Education","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940612","31.013065999999998","75.789472000000004","3","34","144410","03040810503","MAHARAJA RANJIT SINGH POLICE PUBLIC SCHOOL,  PHILLAUR   ,144410(AFFILIATED TO CBSE)(PHILLAUR)","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940613","31.013065999999998","75.789472000000004","3","34","144410","03040810904","S.D.M.S.D PUBLIC  SCHOOL, (AFFILIATED TO PSEB)(PHILLAUR)","5","2","3","2","Primary with Upper Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Pvt. Unaided (Recognized)","Urban","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940614","31.013065999999998","75.789472000000004","3","34","144409","03040900801","GPS BEGAMPURA","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030033","PUNJAB","Jalandhar","Panj Dhera (132)","Department of Education","Rural","03","55188","-23774",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940743","31.023070000000001","75.789636000000002","3","34","144410","03040811401","GSSS PHILLOUR B","1","5","1","2","Up. Pr. Secondary and Higher Sec","Boys","03","037","00211","Phillaur","211","800163","PUNJAB","Jalandhar","Phillaur (M Cl)","Department of Education","Urban","03","55188","-23782",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943030","31.226261000000001","75.789472000000004","3","35","144401","03030409322","BKJ APPLE ORCHARD","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","036","00208","Phagwara","208","800158","PUNJAB","Kapurthala","Phagwara (M Cl)","Pvt. Unaided (Recognized)","Urban","03","55188","-23955",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938090","30.859159999999999","75.786529000000002","3","36","142022","03090501409","THE LAKEWOOD SCHOOL","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","033588","PUNJAB","Ludhiana","Dad (279)","Pvt. Unaided (Recognized)","Rural","03","55186","-23643",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940232","30.965192999999999","75.786950000000004","3","36","141008","03090601001","GPS BAREWAL DOGRAN","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033643","PUNJAB","Ludhiana","Barewal Dogran (107)","Department of Education","Rural","03","55186","-23733",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942011","31.138964999999999","75.786522000000005","3","34","144409","03041003301","GPS MAHAL","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030199","PUNJAB","Jalandhar","Mahal (237)","Department of Education","Rural","03","55186","-23881",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942019","31.139713","75.787597000000005","3","34","144409","03041003302","GMS MAHAL","1","4","3","1","Upper Primary only","Co-education","03","037","00211","Phillaur","211","030199","PUNJAB","Jalandhar","Mahal (237)","Department of Education","Rural","03","55186","-23882",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942166","31.152840999999999","75.787554","3","34","144409","03041002202","GSSS GOHAWAR","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","037","00211","Phillaur","211","030200","PUNJAB","Jalandhar","Gohawar  (238)","Department of Education","Rural","03","55186","-23893",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942175","31.153670000000002","75.787683000000001","3","34","144409","03041002201","GPS GOHAWAR","1","1","3","1","Primary","Co-education","03","037","00211","Phillaur","211","030200","PUNJAB","Jalandhar","Gohawar  (238)","Department of Education","Rural","03","55186","-23893",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938602","30.883790999999999","75.788180999999994","3","36","141012","03090509201","GPS VII B","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","55187","-23664",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940707","31.021576","75.788393999999997","3","34","144410","03040811701","GPS  RAMDASPUR","1","1","3","2","Primary","Co-education","03","037","00211","Phillaur","211","800163","PUNJAB","Jalandhar","Phillaur (M Cl)","Department of Education","Urban","03","55187","-23781",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940708","31.021576","75.788393999999997","3","34","144410","03040810901","GPS  PHILLOUR G","1","1","3","2","Primary","Co-education","03","037","00211","Phillaur","211","800163","PUNJAB","Jalandhar","Phillaur (M Cl)","Department of Education","Urban","03","55187","-23781",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940709","31.021576","75.788393999999997","3","34","144410","03040810903","GPS  PHILLOUR NEW","1","1","3","2","Primary","Co-education","03","037","00211","Phillaur","211","800163","PUNJAB","Jalandhar","Phillaur (M Cl)","Department of Education","Urban","03","55187","-23781",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940710","31.021576","75.788393999999997","3","34","144410","03040811101","GPS  PHILLOUR B","1","1","3","2","Primary","Co-education","03","037","00211","Phillaur","211","800163","PUNJAB","Jalandhar","Phillaur (M Cl)","Department of Education","Urban","03","55187","-23781",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943079","31.230561999999999","75.788152999999994","3","35","144401","03030409310","GHS GOBIND PURA","1","7","3","2","Upper Pr. and Secondary","Co-education","03","036","00208","Phagwara","208","800158","PUNJAB","Kapurthala","Phagwara (M Cl)","Department of Education","Urban","03","55187","-23959",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938333","30.868917","75.373706999999996","3","38","142041","03100215002","GSSS TALWANDI MALLIAN","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","042"," ","DHARAMKOT","5996","034110","PUNJAB","Moga","Talwandi Malian (281)","Department of Education","Rural","03","54885","-23652",""
