"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y","exceededTransferLimit"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917334","30.041978","75.432580000000002","3","37","151505","03150400906","GSSS KHIALA KALAN GIRLS","1","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","047","00249","Mansa","249","036086","PUNJAB","Mansa","Malakpur (56)","Department of Education","Rural","03","54928","-22953",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","919504","30.118459000000001","75.434425000000005","3","37","151509","03150103209","MAI BHAGO SS SCHOOL RALLA","5","10","2","1","Secondary with Higher Secondary","Girls","03","047","00249","Mansa","249","036151","PUNJAB","Mansa","Ralla (7)","Pvt. Unaided (Recognized)","Rural","03","54929","-23017",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920036","30.134423999999999","75.432709000000003","3","37","151509","03150103210","M.B. INTERNATIONAL SCHOOL,RALLA","5","2","3","1","Primary with Upper Primary","Co-education","03","047","00249","Mansa","249","036151","PUNJAB","Mansa","Ralla (7)","Pvt. Unaided (Recognized)","Rural","03","54928","-23031",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905942","29.719055999999998","75.396910000000005","6","61","125051","06100407701","GPS KALLAR KHERA","1","1","3","1","Primary","Co-education","06","078","00386","Ratia","386","060266","HARYANA","Fatehabad","Marh(108)","Department of Education","Rural","06","54902","-22682",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909009","29.811920000000001","75.398054000000002","3","37","151506","03150301601","GMS DANEWALA","1","4","3","1","Upper Primary only","Co-education","03","047","00247","Sardulgarh","247","035982","PUNJAB","Mansa","Danewala (162)","Department of Education","Rural","03","54903","-22760",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910535","29.857935000000001","75.397397999999995","3","37","151505","03150205502","GPS LAKHMIRWALA","1","1","3","1","Primary","Co-education","03","047","00248","Budhlada","248","036023","PUNJAB","Mansa","Lakhmirwala (123)","Department of Education","Rural","03","54902","-22798",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916224","29.999487999999999","75.397046000000003","3","37","151505","03150405504","SARDAR CHETAN SINGH SARVHITKARI SEN. SEC. VIDYA MANDIR MANSA","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","047","00249","Mansa","249","800236","PUNJAB","Mansa","Mansa (M Cl)","Pvt. Unaided (Recognized)","Urban","03","54902","-22917",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902501","29.606117000000001","75.396483000000003","6","61","125050","06100106603","GMS BANAWALI SOTTER","1","4","3","1","Upper Primary only","Co-education","06","078","00388","Fatehabad","388","060466","HARYANA","Fatehabad","Hijrawan Kalan(41)","Department of Education","Rural","06","54902","-22587",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","902502","29.606117000000001","75.396483000000003","6","61","125050","06100106601","GPS BANAWALI SOTTAR","1","1","3","1","Primary","Co-education","06","078","00388","Fatehabad","388","060466","HARYANA","Fatehabad","Hijrawan Kalan(41)","Department of Education","Rural","06","54902","-22587",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910536","29.857952000000001","75.396096","3","37","151505","03150205501","GMS LAKHMIRWALA","1","4","3","1","Upper Primary only","Co-education","03","047","00248","Budhlada","248","036023","PUNJAB","Mansa","Lakhmirwala (123)","Department of Education","Rural","03","54901","-22798",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","915901","29.989758999999999","75.395544000000001","3","37","151505","03150406001","GMS JANDAWALA MANSA","1","4","3","2","Upper Primary only","Co-education","03","047","00249","Mansa","249","800236","PUNJAB","Mansa","Mansa (M Cl)","Department of Education","Urban","03","54901","-22909",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916220","29.999376000000002","75.396873999999997","3","37","151505","03150404201","PROF. YOGESH MEM MANSA","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","047","00249","Mansa","249","800236","PUNJAB","Mansa","Mansa (M Cl)","Pvt. Unaided (Recognized)","Urban","03","54902","-22917",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904696","29.680448999999999","75.720571000000007","6","61","125106","06100501201","GGPS DHARSUL KHURD","1","1","2","1","Primary","Girls","06","078","00387","Tohana","387","060356","HARYANA","Fatehabad","Dharsul Khurd(191)","Department of Education","Rural","06","55138","-22649",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905804","29.714998999999999","75.718085000000002","6","61","125106","06100702502","GHS RATTA THEH","1","7","3","1","Upper Pr. and Secondary","Co-education","06","078","00387","Tohana","387","060355","HARYANA","Fatehabad","Ratta Theh(178)","Department of Education","Rural","06","55136","-22678",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","907256","29.760786","75.718767999999997","6","61","125133","06100700601","GPS MUNDLIAN","1","1","3","1","Primary","Co-education","06","078","00387","Tohana","387","060350","HARYANA","Fatehabad","Mundhlian(217)","Department of Education","Rural","06","55136","-22717",""
