"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y"
"vilname","upperLeft","76.437028285071975","68.5015470000764","objectid","latitude","longitude","lgd_state_","lgd_distri","Pincode","schcd","School","Mngt Code","Cat_Code","Type Code","Rural_Urban","Category","School Type","stcode11","dtcode11","sdtcode11","Sub-district","subdt_lgd","vilcode11","State","District","Village","Management","Location","udise_stco","esriGeometryPoint","102100","3857","objectid","esriFieldTypeOID","objectid","","908869","29.808014","76.082007000000004","3","43","148027","03160203702","GHS BANARSI","1","7","3","1","Upper Pr. and Secondary","Co-education","03","053","00274","Moonak","274","039959","PUNJAB","Sangrur","Banarsi (127)","Department of Education","Rural","03","110802","-45513"
"","","76.437028285071975","35.032118000555933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","latitude","esriFieldTypeDouble","latitude","","905971","29.720291","76.059558999999993","6","66","136026","06050403503","GHS BARSANA","1","7","1","1","Upper Pr. and Secondary","Boys","06","077","00382","Narwana","382","059972","HARYANA","Jind","Kharal (57)","Department of Education","Rural","06","110769","-45366"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","longitude","esriFieldTypeDouble","longitude","","908105","29.788","76.058000000000007","3","43","148027","03160203305","Young dreams International school","5","2","3","1","Primary with Upper Primary","Co-education","03","053","00274","Moonak","274","039957","PUNJAB","Sangrur","Karoda (116)","Pvt. Unaided (Recognized)","Rural","03","110767","-45479"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_state_","esriFieldTypeInteger","lgd_state_","","901135","29.562550999999999","76.200355999999999","6","65","126115","06090603201","GPS SUDKAIN KALAN","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","060016","HARYANA","Jind","Sudkain Kalan (122)","Department of Education","Rural","06","110974","-45101"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lgd_distri","esriFieldTypeInteger","lgd_distri","","902372","29.601521999999999","76.200203999999999","6","65","126116","06090706403","GHS SINSAR","1","7","3","1","Upper Pr. and Secondary","Co-education","06","077","00382","Narwana","382","060012","HARYANA","Jind","Sinsar (34)","Department of Education","Rural","06","110974","-45167"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pincode","esriFieldTypeInteger","Pincode","","902373","29.601521999999999","76.200203999999999","6","65","126116","06090706404","SARVODYA HIGH SCHOOL SINSAR","5","7","3","1","Upper Pr. and Secondary","Co-education","06","077","00382","Narwana","382","060012","HARYANA","Jind","Sinsar (34)","Pvt. Unaided (Recognized)","Rural","06","110974","-45167"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcd","esriFieldTypeString","schcd","11","902374","29.601521999999999","76.200203999999999","6","65","126116","06090706401","GPS SINSAR","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","060012","HARYANA","Jind","Sinsar (34)","Department of Education","Rural","06","110974","-45167"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schname","esriFieldTypeString","School","150","907153","29.7576","76.097416999999993","6","65","126116","06090705702","GGPS PIPALTHA","1","1","2","1","Primary","Girls","06","077","00382","Narwana","382","059959","HARYANA","Jind","Pipaltha (53)","Department of Education","Rural","06","110824","-45428"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schmgt","esriFieldTypeInteger","Mngt Code","","907923","29.782150000000001","76.096266999999997","6","65","126116","06090705901","GPS REWAR","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","059960","HARYANA","Jind","Rewar (2)","Department of Education","Rural","06","110822","-45469"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schcat","esriFieldTypeInteger","Cat_Code","","905575","29.707516999999999","75.970732999999996","6","65","126116","06090703903","GGSSS KALWAN","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","06","077","00382","Narwana","382","059954","HARYANA","Jind","Kalwan (61)","Department of Education","Rural","06","110640","-45344"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","906549","29.740684000000002","75.969757000000001","3","43","148027","03160203003","Royal Public School","5","2","3","1","Primary with Upper Primary","Co-education","03","053","00274","Moonak","274","039942","PUNJAB","Sangrur","Harigarh Gehlan (110)","Pvt. Unaided (Recognized)","Rural","03","110638","-45400"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rururb","esriFieldTypeString","Rural_Urban","50","904367","29.669937999999998","75.950698000000003","6","61","125120","06100502208","SUKRAT SR. SEC. SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","06","078","00387","Tohana","387","060387","HARYANA","Fatehabad","Kanhri(93)","Pvt. Unaided (Recognized)","Rural","06","110610","-45281"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","907995","29.784268000000001","75.951836999999998","3","43","148033","03160201806","Star Public School Makror Sahib","5","2","3","1","Primary with Upper Primary","Co-education","03","053","00274","Moonak","274","039947","PUNJAB","Sangrur","Makorad (104)","Pvt. Unaided (Recognized)","Rural","03","110612","-45473"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_typ","esriFieldTypeString","School Type","30","908134","29.788741000000002","75.951286999999994","3","43","148033","03160201803","SEWAK PUBLIC HIGH SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","053","00274","Moonak","274","039947","PUNJAB","Sangrur","Makorad (104)","Pvt. Unaided (Recognized)","Rural","03","110611","-45480"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stcode11","esriFieldTypeString","stcode11","2","904528","29.675488000000001","75.938224000000005","6","61","125120","06100502206","AMSSS KANHERI","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","06","078","00387","Tohana","387","060387","HARYANA","Fatehabad","Kanhri(93)","Department of Education","Rural","06","110592","-45290"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtcode11","esriFieldTypeString","dtcode11","3","901268","29.567222000000001","76.210278000000002","6","65","126115","06090603203","SUS SR SEC SCHOOL SUDKAIN KALAN","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","06","077","00382","Narwana","382","060016","HARYANA","Jind","Sudkain Kalan (122)","Pvt. Unaided (Recognized)","Rural","06","110988","-45109"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtcode11","esriFieldTypeString","sdtcode11","5","901561","29.576944000000001","76.210555999999997","6","65","126115","06090603202","GHS SUDKAIN KALAN","1","7","3","1","Upper Pr. and Secondary","Co-education","06","077","00382","Narwana","382","060015","HARYANA","Jind","Sudkain Khurd (123)","Department of Education","Rural","06","110989","-45125"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtname","esriFieldTypeString","Sub-district","30","902356","29.600864000000001","76.208619999999996","6","65","126116","06090706303","SWAMI VIVEKANAND SS SCHOOL SINGOWAL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","06","077","00382","Narwana","382","060012","HARYANA","Jind","Sinsar (34)","Pvt. Unaided (Recognized)","Rural","06","110986","-45165"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","subdt_lgd","esriFieldTypeInteger","subdt_lgd","","903049","29.624479999999998","76.136391000000003","6","65","126116","06090704902","GMS MOHAL KHERA","1","4","3","1","Upper Primary only","Co-education","06","077","00382","Narwana","382","060008","HARYANA","Jind","Mohal Khera (38)","Department of Education","Rural","06","110881","-45205"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilcode11","esriFieldTypeString","vilcode11","6","903050","29.624479999999998","76.136391000000003","6","65","126116","06090704901","GPS MOHAL KHERA","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","060008","HARYANA","Jind","Mohal Khera (38)","Department of Education","Rural","06","110881","-45205"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stname","esriFieldTypeString","State","30","903824","29.652699999999999","76.187100000000001","6","65","126116","06090700701","Govt Model sanskriti primary school BHANA BRAHMANAN","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","059978","HARYANA","Jind","Bhana Barahmnan (41)","Department of Education","Rural","06","110955","-45252"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtname","esriFieldTypeString","District","50","905307","29.699000000000002","76.187299999999993","6","66","136117","06050300801","GPS DHUNDWA","1","1","3","1","Primary","Co-education","06","073"," ","Kalayat","6446","058893","HARYANA","Kaithal","Dhondhwa (44)","Department of Education","Rural","06","110955","-45330"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilname","esriFieldTypeString","Village","50","905893","29.717555999999998","75.941038000000006","6","61","125120","06100500303","GMSPS BALIANWALA","1","1","3","1","Primary","Co-education","06","078","00387","Tohana","387","060385","HARYANA","Fatehabad","Balianwala(95)","Department of Education","Rural","06","110596","-45361"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","management","esriFieldTypeString","Management","50","905527","29.706033000000001","75.965933000000007","6","65","126116","06090703904","GSSS KALWAN","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","06","077","00382","Narwana","382","059954","HARYANA","Jind","Kalwan (61)","Department of Education","Rural","06","110633","-45342"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location","esriFieldTypeString","Location","30","905550","29.706717000000001","75.964533000000003","6","65","126116","06090703901","GPS KALWAN","1","1","3","1","Primary","Co-education","06","077","00382","Narwana","382","059954","HARYANA","Jind","Kalwan (61)","Department of Education","Rural","06","110630","-45343"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udise_stco","esriFieldTypeString","udise_stco","2","900314","29.538591","76.184995000000001","6","65","126115","06090603503","RKSD PUBLIC SCHOOL TARKHA","5","2","3","1","Primary with Upper Primary","Co-education","06","077","00382","Narwana","382","060018","HARYANA","Jind","Tarkha (125)","Pvt. Unaided (Recognized)","Rural","06","110952","-45061"
