"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939221","30.915237000000001","75.793904999999995","3","36","141008","03090611903","P.ROYAL INTERNATIONAL SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Rural","03","883056","-379053"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939306","30.918481","75.792922000000004","3","36","141001","03090509329","MAA SHARDA VIDYA PEETH(amrit colony branch)","5","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","883044","-379097"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939406","30.921927","75.790869999999998","3","36","141008","03090611905","ATAM JAIN VIDYA MANDIR\n","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","041","00228","Ludhiana (West)","228","033678","PUNJAB","Ludhiana","Partap Singhwala (CT)","Pvt. Unaided (Recognized)","Rural","03","883020","-379144"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939981","30.947315","75.791039999999995","3","36","141008","03090609505","G.A.D ACADEMY","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","033645","PUNJAB","Ludhiana","Ladian Khurd (106)","Pvt. Unaided (Recognized)","Rural","03","883022","-379489"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940348","30.978587999999998","75.793272999999999","3","36","141008","03090609602","GSSS LADHOWAL\n","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","041","00228","Ludhiana (West)","228","033620","PUNJAB","Ludhiana","Laudhowal (96)","Department of Education","Rural","03","883048","-379914"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940349","30.978646999999999","75.793520999999998","3","36","141008","03090609601","GPS LADHOWAL","1","1","3","1","Primary","Co-education","03","041","00228","Ludhiana (West)","228","033620","PUNJAB","Ludhiana","Laudhowal (96)","Department of Education","Rural","03","883051","-379914"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938704","30.889559999999999","75.833438000000001","3","36","141002","03090509213","B C M ARYA MODEL SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Urban","03","883516","-378704"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939134","30.910647999999998","75.833098000000007","3","36","141001","03090508704","KHALSA GIRLS SEN. SEC. SCHOOL","4","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Government Aided","Urban","03","883512","-378991"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","939709","30.934199","75.832931000000002","3","36","141008","03090617425","GPS PEERU BANDA","1","1","3","2","Primary","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Department of Education","Urban","03","883511","-379311"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940070","30.952576000000001","75.833164999999994","3","36","141008","03090617308","SACRED HEART CONVENT SCHOOL, BHATTIAN BET","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","041","00228","Ludhiana (West)","228","800196","PUNJAB","Ludhiana","Ludhiana (M Corp.)","Pvt. Unaided (Recognized)","Rural","03","883513","-379560"
