"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__latitude","fieldAliases__longitude","fieldAliases__lgd_state_","fieldAliases__lgd_distri","fieldAliases__pincode","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schmgt","fieldAliases__schcat","fieldAliases__schtype","fieldAliases__rururb","fieldAliases__school_cat","fieldAliases__school_typ","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","fieldAliases__subdt_lgd","fieldAliases__vilcode11","fieldAliases__stname","fieldAliases__dtname","fieldAliases__vilname","fieldAliases__management","fieldAliases__location","fieldAliases__udise_stco","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__latitude","features__attributes__longitude","features__attributes__lgd_state_","features__attributes__lgd_distri","features__attributes__pincode","features__attributes__schcd","features__attributes__schname","features__attributes__schmgt","features__attributes__schcat","features__attributes__schtype","features__attributes__rururb","features__attributes__school_cat","features__attributes__school_typ","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__attributes__subdt_lgd","features__attributes__vilcode11","features__attributes__stname","features__attributes__dtname","features__attributes__vilname","features__attributes__management","features__attributes__location","features__attributes__udise_stco","features__geometry__x","features__geometry__y","exceededTransferLimit"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","schtype","esriFieldTypeInteger","Type Code","","934603","30.675526000000001","76.177565999999999","3","30","147301","03080208701","GPS RATTAN PALO","1","1","3","1","Primary","Co-education","03","040","00222","Amloh","222","032845","PUNJAB","Fatehgarh Sahib","Rattan Palon (161)","Department of Education","Rural","03","55470","-23488",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rururb","esriFieldTypeString","Rural_Urban","50","921897","30.198367999999999","76.108581999999998","3","41","147101","03170803201","GPS GAJEWAS","1","1","3","1","Primary","Co-education","03","048","00250","Samana","250","036203","PUNJAB","Patiala","Gajewas (93)","Department of Education","Rural","03","55420","-23085",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_cat","esriFieldTypeString","Category","50","921907","30.198678000000001","76.109091000000006","3","41","147101","03170803202","GSSS GAJEWAS","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","048","00250","Samana","250","036203","PUNJAB","Patiala","Gajewas (93)","Department of Education","Rural","03","55421","-23085",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","school_typ","esriFieldTypeString","School Type","30","931426","30.512443999999999","76.109590999999995","3","41","147201","03170413601","GPS RANJITGARH","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036405","PUNJAB","Patiala","Ranjitgarh (99)","Department of Education","Rural","03","55421","-23350",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stcode11","esriFieldTypeString","stcode11","2","922528","30.222904","76.107194000000007","3","43","148026","03160404602","Sutantrata Sangrami Hajora Singh GMS Mattran","1","4","3","1","Upper Primary only","Co-education","03","053","00271","Sangrur","271","039700","PUNJAB","Sangrur","Matran (59)","Department of Education","Rural","03","55419","-23105",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtcode11","esriFieldTypeString","dtcode11","3","923800","30.269045999999999","76.107031000000006","3","43","148026","03160405702","GMS NAKTE","1","4","3","1","Upper Primary only","Co-education","03","053","00271","Sangrur","271","039697","PUNJAB","Sangrur","Nakta (33)","Department of Education","Rural","03","55419","-23144",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtcode11","esriFieldTypeString","sdtcode11","5","934527","30.671823","76.107922000000002","3","36","141414","03090404202","GPS ISRU","1","1","3","1","Primary","Co-education","03","041","00225","Khanna","225","033238","PUNJAB","Ludhiana","Isru (261)","Department of Education","Rural","03","55420","-23484",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sdtname","esriFieldTypeString","Sub-district","30","935636","30.723362999999999","76.108174000000005","3","36","141412","03090403301","GPS GHUNGRALI RAJPUTAN","1","1","3","1","Primary","Co-education","03","041","00225","Khanna","225","033220","PUNJAB","Ludhiana","Ghungrali (233)","Department of Education","Rural","03","55420","-23528",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","subdt_lgd","esriFieldTypeInteger","subdt_lgd","","922203","30.210346000000001","76.121201999999997","3","41","147101","03170806303","AKAL BRIGHT WAY PUB SCH","5","2","3","1","Primary with Upper Primary","Co-education","03","048","00250","Samana","250","036206","PUNJAB","Patiala","Namada (92)","Pvt. Unaided (Recognized)","Rural","03","55429","-23095",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilcode11","esriFieldTypeString","vilcode11","6","928226","30.387882999999999","76.121178","3","41","147201","03170405005","NAVI DISHA SCHOOL","5","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036362","PUNJAB","Patiala","Duladi (1)","Pvt. Unaided (Recognized)","Rural","03","55429","-23244",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stname","esriFieldTypeString","State","30","932552","30.566140999999998","76.121246999999997","3","30","147203","03080205503","GMS KAPOORGARH","1","4","3","1","Upper Primary only","Co-education","03","040","00222","Amloh","222","032830","PUNJAB","Fatehgarh Sahib","Kapurgarh (87)","Department of Education","Rural","03","55429","-23395",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dtname","esriFieldTypeString","District","50","932553","30.566140999999998","76.121246999999997","3","30","147203","03080205501","GPS KAPOORGARH","1","1","3","1","Primary","Co-education","03","040","00222","Amloh","222","032830","PUNJAB","Fatehgarh Sahib","Kapurgarh (87)","Department of Education","Rural","03","55429","-23395",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vilname","esriFieldTypeString","Village","50","932963","30.588042000000002","76.122039000000001","3","30","147203","03080204001","GPS DEEVA GANDUAN","1","1","3","1","Primary","Co-education","03","040","00222","Amloh","222","032834","PUNJAB","Fatehgarh Sahib","Diwa Gandhuan (181)","Department of Education","Rural","03","55430","-23414",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","management","esriFieldTypeString","Management","50","933364","30.609784999999999","76.121143000000004","3","30","147203","03080206401","GPS LALLON KHURD","1","1","3","1","Primary","Co-education","03","040","00222","Amloh","222","032837","PUNJAB","Fatehgarh Sahib","Lallon Khurd (172)","Department of Education","Rural","03","55429","-23432",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","location","esriFieldTypeString","Location","30","926329","30.335704","76.156233999999998","3","41","147201","03170416201","GPS THUHI","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036319","PUNJAB","Patiala","Thuhi (189)","Department of Education","Rural","03","55455","-23200",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","udise_stco","esriFieldTypeString","udise_stco","2","926425","30.338374999999999","76.156197000000006","3","41","147201","03170416203","DAYANAND PUBLIC SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036319","PUNJAB","Patiala","Thuhi (189)","Pvt. Unaided (Recognized)","Rural","03","55455","-23203",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927736","30.375077999999998","76.155703000000003","3","41","147201","03170417202","THE PUNJAB PUBLIC SCHOOL NABHA","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Pvt. Unaided (Recognized)","Urban","03","55454","-23234",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927737","30.375077999999998","76.155703000000003","3","41","147201","03170418909","DAYANAND PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Pvt. Unaided (Recognized)","Urban","03","55454","-23234",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927868","30.378287","76.156508000000002","3","41","147201","03170418905","R.S. JAIN PUBLIC HIGH SCHOOL","4","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Government Aided","Urban","03","55455","-23236",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927875","30.378430999999999","76.156308999999993","3","41","147201","03170418906","A.M. JAIN PUBLIC SCHOOL","5","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Pvt. Unaided (Recognized)","Urban","03","55455","-23236",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927880","30.378596999999999","76.155837000000005","3","41","147201","03170418904","ARYA HIGH SCHOOL","4","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Government Aided","Urban","03","55455","-23237",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927888","30.378764","76.155810000000002","3","41","147201","03170418908","WAKF MODEL SCHOOL","97","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Madarsa Private Unaided (Recognized)","Urban","03","55455","-23237",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927889","30.378782000000001","76.156002999999998","3","41","147201","03170418801","MALWA PUBLIC SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Pvt. Unaided (Recognized)","Urban","03","55455","-23237",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928472","30.396446000000001","76.156368000000001","3","41","147201","03170401205","SHRIMAN SANT SUKHDEV SINGH SEN. SEC. SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036472","PUNJAB","Patiala","Alhoran (CT)","Pvt. Unaided (Recognized)","Rural","03","55455","-23252",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928521","30.397673000000001","76.155627999999993","3","41","147201","03170401202","KENDRIYA VIDYALAYA NABHA CANTT. (Code-1328)","92","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036472","PUNJAB","Patiala","Alhoran (CT)","Kendriya Vidyalaya(KV)","Rural","03","55454","-23253",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922082","30.206192999999999","76.154264999999995","3","41","147101","03170803301","GPS GAZIPUR","1","1","3","1","Primary","Co-education","03","048","00250","Samana","250","036213","PUNJAB","Patiala","Gazipur (90)","Department of Education","Rural","03","55453","-23091",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922094","30.206427999999999","76.154363000000004","3","41","147101","03170803302","GSSS GAZIPUR","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","048","00250","Samana","250","036213","PUNJAB","Patiala","Gazipur (90)","Department of Education","Rural","03","55453","-23091",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923814","30.269355000000001","76.155054000000007","3","43","148026","03160401301","GPS KALAJHAR","1","1","3","1","Primary","Co-education","03","053","00271","Sangrur","271","039693","PUNJAB","Sangrur","Kalajhar (28)","Department of Education","Rural","03","55454","-23144",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","925396","30.314440999999999","76.154369000000003","3","43","148026","03160404301","GPS BHARO","1","1","3","1","Primary","Co-education","03","053","00271","Sangrur","271","039686","PUNJAB","Sangrur","Bharo (24)","Department of Education","Rural","03","55453","-23182",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","925397","30.314440999999999","76.154369000000003","3","43","148026","03160404302","GSSS BHARO","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","053","00271","Sangrur","271","039686","PUNJAB","Sangrur","Bharo (24)","Department of Education","Rural","03","55453","-23182",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927515","30.369579999999999","76.153879000000003","3","41","147201","03170417301","MODERN NABHA PUBLIC SR.SEC. SCHOOL","5","3","3","2","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Pvt. Unaided (Recognized)","Urban","03","55453","-23229",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927631","30.372976000000001","76.154255000000006","3","41","147201","03170418903","GSSS BOYS(NABHA)","1","5","1","2","Up. Pr. Secondary and Higher Sec","Boys","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Department of Education","Urban","03","55453","-23232",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927672","30.373650000000001","76.154388999999995","3","41","147201","03170418002","GOVT  MODEL HIGH SCHOOL","1","6","3","2","Pr. Up Pr. and Secondary Only","Co-education","03","048","00252","Nabha","252","036318","PUNJAB","Patiala","Nabha (Rural) (204)","Department of Education","Urban","03","55453","-23232",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928481","30.396735","76.154818000000006","3","41","147201","03170401201","GPS ALOHRAN KALAN","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036472","PUNJAB","Patiala","Alhoran (CT)","Department of Education","Rural","03","55454","-23252",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930998","30.494782000000001","76.154531000000006","3","41","147201","03170410702","GSSS MALEWAL","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","048","00252","Nabha","252","036417","PUNJAB","Patiala","Malewal (158)","Department of Education","Rural","03","55454","-23335",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931046","30.496455000000001","76.154780000000002","3","41","147201","03170410701","GPS MALLEWAL","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036417","PUNJAB","Patiala","Malewal (158)","Department of Education","Rural","03","55454","-23336",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931052","30.496535999999999","76.154822999999993","3","41","147201","03170410703","DEEP MODEL SCHOOL","5","6","3","1","Pr. Up Pr. and Secondary Only","Co-education","03","048","00252","Nabha","252","036417","PUNJAB","Patiala","Malewal (158)","Pvt. Unaided (Recognized)","Rural","03","55454","-23336",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931972","30.537174","76.154522999999998","3","41","147202","03170406701","GPS HALLA","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036424","PUNJAB","Patiala","Halla (82)","Department of Education","Rural","03","55454","-23371",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933826","30.636026999999999","76.154062999999994","3","30","147203","03080204201","GPS FAIZULAPUR","1","1","3","1","Primary","Co-education","03","040","00222","Amloh","222","032841","PUNJAB","Fatehgarh Sahib","Faizulapura (166)","Department of Education","Rural","03","55453","-23454",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934816","30.686181000000001","76.154911999999996","3","36","141414","03090403902","GSSS IKOLAHA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","041","00225","Khanna","225","033231","PUNJAB","Ludhiana","Ikolaha (236)","Department of Education","Rural","03","55454","-23497",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935766","30.728667000000002","76.155016000000003","3","36","141412","03090406601","GPS MOHANPUR","1","1","3","1","Primary","Co-education","03","041","00225","Khanna","225","033204","PUNJAB","Ludhiana","Mohanpur (229)","Department of Education","Rural","03","55454","-23533",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936167","30.748351","76.154253999999995","3","36","141412","03090402303","GSSS DAHERU (G)","1","5","2","1","Up. Pr. Secondary and Higher Sec","Girls","03","041","00225","Khanna","225","033206","PUNJAB","Ludhiana","Daheru (164)","Department of Education","Rural","03","55453","-23549",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930131","30.460031000000001","75.971166999999994","3","737","148022","03160706601","GPS NIAMATPUR","1","1","3","1","Primary","Co-education","03","797","00269","Malerkotla","269","039539","PUNJAB","Malerkotla","Niamatpur (151)","Department of Education","Rural","03","55320","-23305",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","931161","30.501628","75.971502999999998","3","737","148023","03160701402","GSSS GOWARA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","797","00269","Malerkotla","269","039508","PUNJAB","Malerkotla","Gowara (146)","Department of Education","Rural","03","55320","-23341",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927128","30.358091999999999","75.945736999999994","3","43","148017","03160502701","GPS BHULLARHERI","1","1","3","1","Primary","Co-education","03","053","00270","Dhuri","270","039668","PUNJAB","Sangrur","Bhullarheri (106)","Department of Education","Rural","03","55302","-23219",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927557","30.370989000000002","75.945982000000001","3","43","148017","03160501301","GPS KAULSERI","1","1","3","1","Primary","Co-education","03","053","00270","Dhuri","270","039663","PUNJAB","Sangrur","Kaulseri (101)","Department of Education","Rural","03","55302","-23230",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932371","30.557193999999999","75.945543999999998","3","737","148023","03160710801","GPS KHANPUR","1","1","3","1","Primary","Co-education","03","797","00269","Malerkotla","269","039477","PUNJAB","Malerkotla","Khanpur (123)","Department of Education","Rural","03","55301","-23387",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920638","30.154433000000001","75.951120000000003","3","43","148002","03161301002","GMS GOBINDPURA NAAGRI","1","4","3","1","Upper Primary only","Co-education","03","053","00272","Sunam","272","039805","PUNJAB","Sangrur","Gobindpura Nagri (51)","Department of Education","Rural","03","55305","-23048",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921243","30.173376000000001","75.951319999999996","3","43","148026","03160407802","GSSS NAGRA","1","5","3","1","Up. Pr. Secondary and Higher Sec","Co-education","03","053","00271","Sangrur","271","039733","PUNJAB","Sangrur","Nagra (109)","Department of Education","Rural","03","55306","-23064",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930383","30.471378000000001","75.952399999999997","3","737","148022","03160708801","GPS BHANBHAURA","1","1","3","1","Primary","Co-education","03","797","00269","Malerkotla","269","039637","PUNJAB","Malerkotla","Banbhori (73)","Department of Education","Rural","03","55306","-23315",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932913","30.585756","75.951796999999999","3","36","141119","03090104302","GMS MALO DAUD","1","4","3","1","Upper Primary only","Co-education","03","041","00226","Payal","226","033281","PUNJAB","Ludhiana","Malo Daud (419)","Department of Education","Rural","03","55306","-23412",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932915","30.585802999999999","75.952098000000007","3","36","141119","03090104301","GPS MALO DAUD","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033281","PUNJAB","Ludhiana","Malo Daud (419)","Department of Education","Rural","03","55306","-23412",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934736","30.681659","75.951434000000006","3","36","141117","03090101701","GPS DHOL KHURD","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033304","PUNJAB","Ludhiana","Dhaul Khurd (389)","Department of Education","Rural","03","55306","-23493",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920673","30.155462","75.938720000000004","3","43","148002","03161301004","M AND M PUBLIC SCHOOL","5","3","3","1","Pr. with Up.Pr. Sec. and H.Sec.","Co-education","03","053","00272","Sunam","272","039805","PUNJAB","Sangrur","Gobindpura Nagri (51)","Pvt. Unaided (Recognized)","Rural","03","55296","-23048",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","922567","30.224471999999999","75.938754000000003","3","43","148001","03160904302","GMS BALWAR KALAN","1","4","3","1","Upper Primary only","Co-education","03","053","00271","Sangrur","271","039735","PUNJAB","Sangrur","Gharachon (108)","Department of Education","Rural","03","55296","-23107",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927935","30.379618000000001","75.938896999999997","3","43","148017","03160502201","GPS JAKHLAN","1","1","3","1","Primary","Co-education","03","053","00270","Dhuri","270","039661","PUNJAB","Sangrur","Jakhlan (100)","Department of Education","Rural","03","55297","-23237",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932982","30.588889000000002","75.938609","3","36","141119","03090106801","GPS UCHI DAUD","1","1","3","1","Primary","Co-education","03","041","00226","Payal","226","033283","PUNJAB","Ludhiana","Unchi Daud (420)","Department of Education","Rural","03","55296","-23414",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923693","30.264728999999999","76.105002999999996","3","43","148026","03160401901","GPS HARDITPURA","1","1","3","1","Primary","Co-education","03","053","00271","Sangrur","271","039702","PUNJAB","Sangrur","Harditpura (34)","Department of Education","Rural","03","55418","-23141",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","935690","30.725292","76.105321000000004","3","36","141412","03090403304","SATYA BHARTI SCHOOL, GHUNGRALI RAJPUTAN\n","5","1","3","1","Primary","Co-education","03","041","00225","Khanna","225","033220","PUNJAB","Ludhiana","Ghungrali (233)","Pvt. Unaided (Recognized)","Rural","03","55418","-23530",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928593","30.399797","76.190207000000001","3","41","147201","03170414001","GPS ROHTI CHHANA","1","1","3","1","Primary","Co-education","03","048","00252","Nabha","252","036357","PUNJAB","Patiala","Rohti Chhanna (173)","Department of Education","Rural","03","55480","-23254",""
